[2026-08-21 16:03:18][INFO] 
------------------------ training training_args ------------------------
  ddp_powersgd_plus_restart_period ................ 50
  ddp_powersgd_start_iter ......................... 20
  ddp_separate_compression_ratio .................. 16.0
  ddp_separate_error_feedback_beta ................ 0.95
  ddp_separate_error_reset_interval ............... 128
  ddp_skip_all_reduce_unused_params ............... False
  ddp_static_graph ................................ True
  detail_log_interval ............................. 20
  deterministic_mode .............................. False
  disable_tf32 .................................... False
  distributed_sampler_mode ........................ cyclic
  distributed_strategy ............................ ddp
  dtype ........................................... bfloat16
  dynamo_optimize_ddp ............................. False
  freeze_modules .................................. 
  fsdp_backward_prefetch_distance ................. 0
  fsdp_cast_forward_inputs ........................ True
  fsdp_forward_prefetch_distance .................. 0
  fsdp_leftover_min_num_params .................... 1000000
  fsdp_min_num_params ............................. 1000000
  fsdp_no_wrap_modules ............................ None
  fsdp_original_param_dtype ....................... None
  fsdp_reduce_dtype ............................... fp32
  fsdp_reshard_default ............................ None
  fsdp_reshard_module_overrides ................... None
  fsdp_reshard_root ............................... False
  fsdp_unsharded_param_dtype ...................... None
  fsdp_wrap_modules ............................... None
  gradient_accumulation_steps ..................... 1
  hsdp_shard_size ................................. None
  init_on_meta .................................... False
  lambda_cycle_length ............................. 10000
  lambda_f_max .................................... 0.4
  lambda_f_min .................................... 0.0
  lambda_f_start .................................. 0.0
  lerobotdataset_version .......................... v3.0
  log_interval .................................... 1
  lora_alpha ...................................... 32
  lora_bias ....................................... none
  lora_dropout .................................... 0.0
  lora_init ....................................... true
  lora_modules_to_save ............................ None
  lora_r .......................................... 16
  lora_target_modules ............................. None
  loss_log_rank ................................... [-1]
  loss_spike_threshold ............................ 100.0
  lr_base ......................................... 2.5e-05
  lr_decay_iters .................................. 1000
  lr_decay_style .................................. cosine_with_min_lr
  lr_end .......................................... 1e-07
  lr_group ........................................ None
  lr_warmup_iters ................................. 10
  manual_gc ....................................... False
  manual_gc_interval .............................. 0
  min_lr .......................................... 1e-06
  model_name ...................................... pi05
  num_cycles ...................................... 1.0
  num_samples ..................................... 100
  num_workers ..................................... 4
  optimizer ....................................... AdamW
  output_dir ...................................... /raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/attempts/powersgd_plus/attempt_1/powersgd_plus
  per_device_batch_size ........................... 12
  polynomial_power ................................ 1.0
  pretrained_checkpoint ........................... /raid0/fastwam/vla_artifacts/pi05/models/pi05_base
  profile_output_dir .............................. None
  profile_ranks ................................... [0]
  profile_step_end ................................ 12
  profile_step_start .............................. 10
  resume .......................................... True
  robot_type ...................................... libero_franka
  sampler_shuffle ................................. True
  save_format ..................................... dcp
  save_interval ................................... 0
  save_training_state ............................. True
  seed ............................................ 42
  set_seed_by_rank ................................ False
  split ........................................... train
  streaming ....................................... False
  task_name ....................................... perform the task
  tensorboard_dir ................................. /raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/attempts/powersgd_plus/attempt_1/powersgd_plus/tensorboard
  tensorboard_queue_size .......................... 1000
  timing_log_level ................................ 0
  tokenizer_path .................................. /raid0/fastwam/vla_artifacts/pi05/tokenizers/paligemma-3b-pt-224
  train_iters ..................................... 1000
  trainer_type .................................... FinetuneTrainer
  use_lora ........................................ False
  use_nsys_profiler ............................... False
  use_pytorch_profiler ............................ False
  video_backend ................................... torchcodec
  wandb_mode ...................................... disabled
  wandb_project ................................... loongforge-vla
  weight_decay .................................... 0.01
  weight_decay_grouping ........................... all
  zero_master_param_dtype ......................... none
  zero_optimizer .................................. True
  zero_parameters_as_bucket_view .................. True
-------------------- end of training training_args ---------------------
[2026-08-21 16:03:18][INFO] 
------------------------ model config ------------------------
  action_dim ...................................... 7
  action_horizon .................................. 50
  compile_dynamic ................................. False
  compile_fullgraph ............................... True
  compile_mode .................................... max-autotune
  compile_model ................................... False
  compile_scope ................................... multi_group
  freeze_vision_encoder ........................... False
  gradient_checkpointing .......................... False
  max_action_dim .................................. 32
  max_state_dim ................................... 32
  model_type ...................................... pi05
  state_dim ....................................... 7
  train_expert_only ............................... False
-------------------- end of model config ---------------------
[2026-08-21 16:03:18][INFO] 
------------------------ data config ------------------------
  action_apply_to ................................. ['action']
  action_padding_strategy ......................... zero
  action_transform_horizon ........................ None
  action_transform_max_action_dim ................. None
  action_use_statistics ........................... True
  image_mask ...................................... None
  image_normalize_mode ............................ identity
  image_resize_strategy ........................... resize_with_pad
  image_size ...................................... 224
  max_token_len ................................... 200
  normalization_mode .............................. q99
  num_images ...................................... 2
  observation_delta_indices ....................... None
  use_action_transform ............................ True
  use_image_transform ............................. True
-------------------- end of data config ---------------------
[2026-08-21 16:03:18][INFO] TensorBoard enabled: /raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/attempts/powersgd_plus/attempt_1/powersgd_plus/tensorboard
[2026-08-21 16:03:18][INFO] [model] start building model: model_type=pi05, class=Pi05ModelConfig
[2026-08-21 16:05:39][INFO] [model] model built in 141.10s
[2026-08-21 16:05:39][INFO] [ckpt] resume requested: dir==/raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/attempts/powersgd_plus/attempt_1/powersgd_plus/checkpoints/steps_100
[2026-08-21 16:05:39][INFO] resume: detected DCP checkpoint at /raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/attempts/powersgd_plus/attempt_1/powersgd_plus/checkpoints/steps_100 — deferring weight load until after wrap_model.
[2026-08-21 16:05:39][INFO] Resumed model weights from step 100
[2026-08-21 16:05:39][INFO] [ckpt] resume done in 0.00s
[2026-08-21 16:05:39][INFO] [wrap_model] wrap_model: strategy=ddp, dtype=bfloat16
[2026-08-21 16:05:46][INFO] [wrap_model] done in 7.30s
[2026-08-21 16:05:46][INFO] [optimizer] building optimizer
[2026-08-21 16:05:46][INFO] [LR Groups] Model modules (use paths below with --lr-group to set per-module LR):
  model                                                         (4143.4M trainable params)
    model.paligemma_with_expert                                   (4141.2M trainable params)
      model.paligemma_with_expert.paligemma                         (3450.0M trainable params)
      model.paligemma_with_expert.gemma_expert                      (691.3M trainable params)
    model.action_in_proj                                          (33.8K trainable params)
    model.action_out_proj                                         (32.8K trainable params)
    model.time_mlp_in                                             (1.0M trainable params)
    model.time_mlp_out                                            (1.0M trainable params)
[2026-08-21 16:05:46][INFO] [LR Groups] Model modules with LR assignment:
  model                                                         (4143.4M trainable params)  lr=2.50e-05
    model.paligemma_with_expert                                   (4141.2M trainable params)  lr=2.50e-05
      model.paligemma_with_expert.paligemma                         (3450.0M trainable params)  lr=2.50e-05
      model.paligemma_with_expert.gemma_expert                      (691.3M trainable params)  lr=2.50e-05
    model.action_in_proj                                          (33.8K trainable params)  lr=2.50e-05
    model.action_out_proj                                         (32.8K trainable params)  lr=2.50e-05
    model.time_mlp_in                                             (1.0M trainable params)  lr=2.50e-05
    model.time_mlp_out                                            (1.0M trainable params)  lr=2.50e-05
[2026-08-21 16:05:46][INFO] Optimizer trainable parameter dtypes: torch.bfloat16: 255 tensors/3609853952 elems, torch.float32: 558 tensors/533550864 elems
[2026-08-21 16:05:46][INFO] Mixed dtype params {torch.float32, torch.bfloat16}: using per-dtype ZeroRedundancyOptimizer
[2026-08-21 16:05:46][INFO] [optimizer] optimizer built in 0.19s
[2026-08-21 16:05:46][INFO] [ckpt] restoring optimizer/scheduler/RNG state from /raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/attempts/powersgd_plus/attempt_1/powersgd_plus/checkpoints/steps_100
[2026-08-21 16:05:58][INFO] model resumed via DCP (strict)
[2026-08-21 16:06:00][INFO] optimizer resumed from rank-local ZeRO state
[2026-08-21 16:06:00][INFO] scheduler resumed successfully
[2026-08-21 16:06:00][INFO] [ckpt] optimizer/scheduler/RNG state restored in 13.22s
[2026-08-21 16:06:00][INFO] [data] building dataloaders
[2026-08-21 16:06:00][INFO] Using video codec: libsvtav1
[2026-08-21 16:06:00][INFO] LeRobotV3Dataset: repo_id=libero, len=273465, action_horizon=50, fps=10.0, video_backend=torchcodec
[2026-08-21 16:06:00][INFO] Using preprocessor: pi05
[2026-08-21 16:06:00][INFO] Restored dataloader state: vla
[2026-08-21 16:06:00][INFO] [data] done in 0.39s
[2026-08-21 16:06:00][INFO] Parameters: 4143.4M total, 4143.4M trainable (100.0%)
[2026-08-21 16:06:00][INFO] Model: PI05Policy
[2026-08-21 16:06:16][INFO] RNG state resumed successfully after dataloader iterator init
[2026-08-21 16:06:16][INFO] Dataloader 'vla' positioned at epoch=0
[2026-08-21 16:06:24][INFO] iteration      101/    1000 | consumed samples:         9696 | elapsed time per iteration (ms): 7788.5 | throughput (samples/sec/per_device): 1.541 | learning rate: 2.450313E-05 | global batch size:    96 | action loss: 1.913847E-01 | loss scale: 1.0 | grad norm: 0.448261 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:25][INFO] iteration      102/    1000 | consumed samples:         9792 | elapsed time per iteration (ms): 976.7 | throughput (samples/sec/per_device): 12.286 | learning rate: 2.449223E-05 | global batch size:    96 | action loss: 1.999459E-01 | loss scale: 1.0 | grad norm: 0.455408 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:26][INFO] iteration      103/    1000 | consumed samples:         9888 | elapsed time per iteration (ms): 981.0 | throughput (samples/sec/per_device): 12.232 | learning rate: 2.448121E-05 | global batch size:    96 | action loss: 1.988113E-01 | loss scale: 1.0 | grad norm: 0.481722 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:27][INFO] iteration      104/    1000 | consumed samples:         9984 | elapsed time per iteration (ms): 984.2 | throughput (samples/sec/per_device): 12.193 | learning rate: 2.447008E-05 | global batch size:    96 | action loss: 1.837718E-01 | loss scale: 1.0 | grad norm: 0.593508 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:28][INFO] iteration      105/    1000 | consumed samples:        10080 | elapsed time per iteration (ms): 979.8 | throughput (samples/sec/per_device): 12.247 | learning rate: 2.445883E-05 | global batch size:    96 | action loss: 1.946732E-01 | loss scale: 1.0 | grad norm: 0.773145 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:29][INFO] iteration      106/    1000 | consumed samples:        10176 | elapsed time per iteration (ms): 983.8 | throughput (samples/sec/per_device): 12.198 | learning rate: 2.444746E-05 | global batch size:    96 | action loss: 2.031545E-01 | loss scale: 1.0 | grad norm: 0.487095 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:30][INFO] iteration      107/    1000 | consumed samples:        10272 | elapsed time per iteration (ms): 979.7 | throughput (samples/sec/per_device): 12.249 | learning rate: 2.443598E-05 | global batch size:    96 | action loss: 1.982350E-01 | loss scale: 1.0 | grad norm: 0.589103 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:31][INFO] iteration      108/    1000 | consumed samples:        10368 | elapsed time per iteration (ms): 979.1 | throughput (samples/sec/per_device): 12.256 | learning rate: 2.442439E-05 | global batch size:    96 | action loss: 1.872422E-01 | loss scale: 1.0 | grad norm: 0.466138 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:32][INFO] iteration      109/    1000 | consumed samples:        10464 | elapsed time per iteration (ms): 979.3 | throughput (samples/sec/per_device): 12.254 | learning rate: 2.441268E-05 | global batch size:    96 | action loss: 1.976818E-01 | loss scale: 1.0 | grad norm: 0.604724 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:33][INFO] iteration      110/    1000 | consumed samples:        10560 | elapsed time per iteration (ms): 979.6 | throughput (samples/sec/per_device): 12.250 | learning rate: 2.440085E-05 | global batch size:    96 | action loss: 2.159864E-01 | loss scale: 1.0 | grad norm: 0.723146 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:34][INFO] iteration      111/    1000 | consumed samples:        10656 | elapsed time per iteration (ms): 980.5 | throughput (samples/sec/per_device): 12.239 | learning rate: 2.438891E-05 | global batch size:    96 | action loss: 1.714398E-01 | loss scale: 1.0 | grad norm: 0.619195 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:35][INFO] iteration      112/    1000 | consumed samples:        10752 | elapsed time per iteration (ms): 980.8 | throughput (samples/sec/per_device): 12.235 | learning rate: 2.437686E-05 | global batch size:    96 | action loss: 1.822729E-01 | loss scale: 1.0 | grad norm: 1.058286 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:36][INFO] iteration      113/    1000 | consumed samples:        10848 | elapsed time per iteration (ms): 978.7 | throughput (samples/sec/per_device): 12.261 | learning rate: 2.436469E-05 | global batch size:    96 | action loss: 1.742899E-01 | loss scale: 1.0 | grad norm: 0.605742 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:37][INFO] iteration      114/    1000 | consumed samples:        10944 | elapsed time per iteration (ms): 981.7 | throughput (samples/sec/per_device): 12.224 | learning rate: 2.435241E-05 | global batch size:    96 | action loss: 2.191105E-01 | loss scale: 1.0 | grad norm: 0.571233 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:38][INFO] iteration      115/    1000 | consumed samples:        11040 | elapsed time per iteration (ms): 980.7 | throughput (samples/sec/per_device): 12.236 | learning rate: 2.434001E-05 | global batch size:    96 | action loss: 1.866189E-01 | loss scale: 1.0 | grad norm: 0.621457 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:39][INFO] iteration      116/    1000 | consumed samples:        11136 | elapsed time per iteration (ms): 982.2 | throughput (samples/sec/per_device): 12.218 | learning rate: 2.432750E-05 | global batch size:    96 | action loss: 1.857434E-01 | loss scale: 1.0 | grad norm: 0.379926 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:40][INFO] iteration      117/    1000 | consumed samples:        11232 | elapsed time per iteration (ms): 982.0 | throughput (samples/sec/per_device): 12.220 | learning rate: 2.431487E-05 | global batch size:    96 | action loss: 1.991757E-01 | loss scale: 1.0 | grad norm: 0.560236 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:41][INFO] iteration      118/    1000 | consumed samples:        11328 | elapsed time per iteration (ms): 983.6 | throughput (samples/sec/per_device): 12.200 | learning rate: 2.430213E-05 | global batch size:    96 | action loss: 1.906870E-01 | loss scale: 1.0 | grad norm: 0.440675 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:42][INFO] iteration      119/    1000 | consumed samples:        11424 | elapsed time per iteration (ms): 982.8 | throughput (samples/sec/per_device): 12.211 | learning rate: 2.428928E-05 | global batch size:    96 | action loss: 2.261505E-01 | loss scale: 1.0 | grad norm: 0.767452 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:43][INFO] iteration      120/    1000 | consumed samples:        11520 | elapsed time per iteration (ms): 998.2 | throughput (samples/sec/per_device): 12.022 | learning rate: 2.427631E-05 | global batch size:    96 | action loss: 2.424984E-01 | loss scale: 1.0 | grad norm: 0.588707 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:43][INFO] max time across ranks (ms):
    forward-backward................................: 863.42
    forward-compute.................................: 277.54
    backward-compute................................: 584.87
    batch-generator.................................: 1.69
    nan-grad-cleanup................................: 13.84
    grad-clip.......................................: 33.97
    optimizer.......................................: 85.34
    optimizer-inner-step............................: 85.24
    optimizer-scheduler-step........................: 0.13
    optimizer-zero-grad.............................: 1.25
[2026-08-21 16:06:44][INFO] iteration      121/    1000 | consumed samples:        11616 | elapsed time per iteration (ms): 990.4 | throughput (samples/sec/per_device): 12.116 | learning rate: 2.426323E-05 | global batch size:    96 | action loss: 2.052913E-01 | loss scale: 1.0 | grad norm: 0.577552 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:44][INFO] PowerSGDPlusState restart: iter=20 compressed_iter=0 method=approximate rank=1
[2026-08-21 16:06:53][INFO] iteration      122/    1000 | consumed samples:        11712 | elapsed time per iteration (ms): 9185.9 | throughput (samples/sec/per_device): 1.306 | learning rate: 2.425004E-05 | global batch size:    96 | action loss: 1.849661E-01 | loss scale: 1.0 | grad norm: 0.355538 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:56][INFO] iteration      123/    1000 | consumed samples:        11808 | elapsed time per iteration (ms): 3532.8 | throughput (samples/sec/per_device): 3.397 | learning rate: 2.423673E-05 | global batch size:    96 | action loss: 1.916265E-01 | loss scale: 1.0 | grad norm: 0.370098 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:06:59][INFO] iteration      124/    1000 | consumed samples:        11904 | elapsed time per iteration (ms): 2793.3 | throughput (samples/sec/per_device): 4.296 | learning rate: 2.422331E-05 | global batch size:    96 | action loss: 1.856568E-01 | loss scale: 1.0 | grad norm: 0.515009 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:03][INFO] iteration      125/    1000 | consumed samples:        12000 | elapsed time per iteration (ms): 3581.9 | throughput (samples/sec/per_device): 3.350 | learning rate: 2.420977E-05 | global batch size:    96 | action loss: 2.062089E-01 | loss scale: 1.0 | grad norm: 0.455827 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:06][INFO] iteration      126/    1000 | consumed samples:        12096 | elapsed time per iteration (ms): 2851.8 | throughput (samples/sec/per_device): 4.208 | learning rate: 2.419613E-05 | global batch size:    96 | action loss: 2.010773E-01 | loss scale: 1.0 | grad norm: 0.490655 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:08][INFO] iteration      127/    1000 | consumed samples:        12192 | elapsed time per iteration (ms): 2291.4 | throughput (samples/sec/per_device): 5.237 | learning rate: 2.418237E-05 | global batch size:    96 | action loss: 1.905031E-01 | loss scale: 1.0 | grad norm: 0.458931 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:11][INFO] iteration      128/    1000 | consumed samples:        12288 | elapsed time per iteration (ms): 2898.2 | throughput (samples/sec/per_device): 4.141 | learning rate: 2.416850E-05 | global batch size:    96 | action loss: 2.197386E-01 | loss scale: 1.0 | grad norm: 0.601311 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:16][INFO] iteration      129/    1000 | consumed samples:        12384 | elapsed time per iteration (ms): 4684.0 | throughput (samples/sec/per_device): 2.562 | learning rate: 2.415451E-05 | global batch size:    96 | action loss: 1.877816E-01 | loss scale: 1.0 | grad norm: 0.459855 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:17][INFO] iteration      130/    1000 | consumed samples:        12480 | elapsed time per iteration (ms): 1768.9 | throughput (samples/sec/per_device): 6.784 | learning rate: 2.414042E-05 | global batch size:    96 | action loss: 2.431082E-01 | loss scale: 1.0 | grad norm: 0.894130 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:19][INFO] iteration      131/    1000 | consumed samples:        12576 | elapsed time per iteration (ms): 2077.6 | throughput (samples/sec/per_device): 5.776 | learning rate: 2.412621E-05 | global batch size:    96 | action loss: 2.020626E-01 | loss scale: 1.0 | grad norm: 0.629744 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:22][INFO] iteration      132/    1000 | consumed samples:        12672 | elapsed time per iteration (ms): 2170.3 | throughput (samples/sec/per_device): 5.529 | learning rate: 2.411189E-05 | global batch size:    96 | action loss: 1.821133E-01 | loss scale: 1.0 | grad norm: 0.565014 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:27][INFO] iteration      133/    1000 | consumed samples:        12768 | elapsed time per iteration (ms): 5165.1 | throughput (samples/sec/per_device): 2.323 | learning rate: 2.409745E-05 | global batch size:    96 | action loss: 2.061160E-01 | loss scale: 1.0 | grad norm: 0.595232 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:29][INFO] iteration      134/    1000 | consumed samples:        12864 | elapsed time per iteration (ms): 2608.3 | throughput (samples/sec/per_device): 4.601 | learning rate: 2.408291E-05 | global batch size:    96 | action loss: 1.924205E-01 | loss scale: 1.0 | grad norm: 0.607395 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:32][INFO] iteration      135/    1000 | consumed samples:        12960 | elapsed time per iteration (ms): 2635.5 | throughput (samples/sec/per_device): 4.553 | learning rate: 2.406825E-05 | global batch size:    96 | action loss: 2.108177E-01 | loss scale: 1.0 | grad norm: 0.624898 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:36][INFO] iteration      136/    1000 | consumed samples:        13056 | elapsed time per iteration (ms): 3995.8 | throughput (samples/sec/per_device): 3.003 | learning rate: 2.405348E-05 | global batch size:    96 | action loss: 2.152634E-01 | loss scale: 1.0 | grad norm: 0.714535 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:40][INFO] iteration      137/    1000 | consumed samples:        13152 | elapsed time per iteration (ms): 3560.5 | throughput (samples/sec/per_device): 3.370 | learning rate: 2.403860E-05 | global batch size:    96 | action loss: 1.899435E-01 | loss scale: 1.0 | grad norm: 0.644123 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:43][INFO] iteration      138/    1000 | consumed samples:        13248 | elapsed time per iteration (ms): 3144.9 | throughput (samples/sec/per_device): 3.816 | learning rate: 2.402361E-05 | global batch size:    96 | action loss: 1.905264E-01 | loss scale: 1.0 | grad norm: 0.648444 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:46][INFO] iteration      139/    1000 | consumed samples:        13344 | elapsed time per iteration (ms): 3735.8 | throughput (samples/sec/per_device): 3.212 | learning rate: 2.400851E-05 | global batch size:    96 | action loss: 2.085600E-01 | loss scale: 1.0 | grad norm: 0.651411 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:50][INFO] iteration      140/    1000 | consumed samples:        13440 | elapsed time per iteration (ms): 3780.8 | throughput (samples/sec/per_device): 3.174 | learning rate: 2.399330E-05 | global batch size:    96 | action loss: 1.879341E-01 | loss scale: 1.0 | grad norm: 0.695096 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:07:50][INFO] max time across ranks (ms):
    forward-backward................................: 3648.35
    forward-compute.................................: 1138.50
    backward-compute................................: 3372.06
    batch-generator.................................: 1.61
    nan-grad-cleanup................................: 13.16
    grad-clip.......................................: 32.95
    optimizer.......................................: 86.07
    optimizer-inner-step............................: 85.96
    optimizer-scheduler-step........................: 0.11
    optimizer-zero-grad.............................: 0.79
[2026-08-21 16:07:55][INFO] iteration      141/    1000 | consumed samples:        13536 | elapsed time per iteration (ms): 5039.7 | throughput (samples/sec/per_device): 2.381 | learning rate: 2.397798E-05 | global batch size:    96 | action loss: 2.108647E-01 | loss scale: 1.0 | grad norm: 0.716111 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:00][INFO] iteration      142/    1000 | consumed samples:        13632 | elapsed time per iteration (ms): 5038.6 | throughput (samples/sec/per_device): 2.382 | learning rate: 2.396255E-05 | global batch size:    96 | action loss: 1.887145E-01 | loss scale: 1.0 | grad norm: 0.598553 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:03][INFO] iteration      143/    1000 | consumed samples:        13728 | elapsed time per iteration (ms): 2511.4 | throughput (samples/sec/per_device): 4.778 | learning rate: 2.394700E-05 | global batch size:    96 | action loss: 1.853014E-01 | loss scale: 1.0 | grad norm: 0.548346 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:05][INFO] iteration      144/    1000 | consumed samples:        13824 | elapsed time per iteration (ms): 2583.3 | throughput (samples/sec/per_device): 4.645 | learning rate: 2.393135E-05 | global batch size:    96 | action loss: 2.046602E-01 | loss scale: 1.0 | grad norm: 0.551075 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:09][INFO] iteration      145/    1000 | consumed samples:        13920 | elapsed time per iteration (ms): 3673.8 | throughput (samples/sec/per_device): 3.266 | learning rate: 2.391558E-05 | global batch size:    96 | action loss: 1.917848E-01 | loss scale: 1.0 | grad norm: 0.546156 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:13][INFO] iteration      146/    1000 | consumed samples:        14016 | elapsed time per iteration (ms): 3695.9 | throughput (samples/sec/per_device): 3.247 | learning rate: 2.389971E-05 | global batch size:    96 | action loss: 1.902087E-01 | loss scale: 1.0 | grad norm: 0.578738 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:15][INFO] iteration      147/    1000 | consumed samples:        14112 | elapsed time per iteration (ms): 2417.3 | throughput (samples/sec/per_device): 4.964 | learning rate: 2.388373E-05 | global batch size:    96 | action loss: 2.045958E-01 | loss scale: 1.0 | grad norm: 0.539229 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:17][INFO] iteration      148/    1000 | consumed samples:        14208 | elapsed time per iteration (ms): 2207.0 | throughput (samples/sec/per_device): 5.437 | learning rate: 2.386763E-05 | global batch size:    96 | action loss: 1.912185E-01 | loss scale: 1.0 | grad norm: 0.568880 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:21][INFO] iteration      149/    1000 | consumed samples:        14304 | elapsed time per iteration (ms): 3861.7 | throughput (samples/sec/per_device): 3.107 | learning rate: 2.385143E-05 | global batch size:    96 | action loss: 2.097691E-01 | loss scale: 1.0 | grad norm: 0.657899 | number of skipped iterations:   0 | number of nan iterations:   0 |
