[2026-08-28 17:34:17][INFO] 
------------------------ training training_args ------------------------
[2026-08-28 17:35:56][INFO] iteration       40/     100 | consumed samples:          320 | elapsed time per iteration (ms): 812.2 | throughput (samples/sec/per_device): 1.231 | learning rate: 9.962722E-09 | global batch size:     8 | loss video: 1.867876E-01 | loss action: 1.883926E+00 | loss scale: 1.0 | grad norm: 11.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:56][INFO] max time across ranks (ms):
    forward-backward................................: 652.57
    forward-compute.................................: 226.29
    backward-compute................................: 280.93
    batch-generator.................................: 171.21
    nan-grad-cleanup................................: 20.34
    grad-clip.......................................: 33.59
    optimizer.......................................: 102.07
    optimizer-inner-step............................: 101.98
    optimizer-scheduler-step........................: 0.06
    optimizer-zero-grad.............................: 0.62
[2026-08-28 17:35:57][INFO] iteration       41/     100 | consumed samples:          328 | elapsed time per iteration (ms): 805.8 | throughput (samples/sec/per_device): 1.241 | learning rate: 9.960884E-09 | global batch size:     8 | loss video: 2.936672E-01 | loss action: 1.522809E+00 | loss scale: 1.0 | grad norm: 9.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:58][INFO] iteration       42/     100 | consumed samples:          336 | elapsed time per iteration (ms): 814.1 | throughput (samples/sec/per_device): 1.228 | learning rate: 9.959002E-09 | global batch size:     8 | loss video: 3.824686E-01 | loss action: 1.092271E+00 | loss scale: 1.0 | grad norm: 9.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:58][INFO] iteration       43/     100 | consumed samples:          344 | elapsed time per iteration (ms): 841.6 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.957076E-09 | global batch size:     8 | loss video: 6.271922E-01 | loss action: 7.428857E-01 | loss scale: 1.0 | grad norm: 10.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:35:59][INFO] iteration       44/     100 | consumed samples:          352 | elapsed time per iteration (ms): 808.7 | throughput (samples/sec/per_device): 1.237 | learning rate: 9.955106E-09 | global batch size:     8 | loss video: 9.072118E-01 | loss action: 6.329637E-01 | loss scale: 1.0 | grad norm: 9.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:00][INFO] iteration       45/     100 | consumed samples:          360 | elapsed time per iteration (ms): 813.8 | throughput (samples/sec/per_device): 1.229 | learning rate: 9.953093E-09 | global batch size:     8 | loss video: 4.908751E-01 | loss action: 1.310368E+00 | loss scale: 1.0 | grad norm: 10.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:01][INFO] iteration       46/     100 | consumed samples:          368 | elapsed time per iteration (ms): 808.9 | throughput (samples/sec/per_device): 1.236 | learning rate: 9.951035E-09 | global batch size:     8 | loss video: 2.493055E-02 | loss action: 9.974630E-01 | loss scale: 1.0 | grad norm: 5.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:02][INFO] iteration       47/     100 | consumed samples:          376 | elapsed time per iteration (ms): 813.9 | throughput (samples/sec/per_device): 1.229 | learning rate: 9.948933E-09 | global batch size:     8 | loss video: 9.757719E-01 | loss action: 8.159113E-01 | loss scale: 1.0 | grad norm: 13.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:03][INFO] iteration       48/     100 | consumed samples:          384 | elapsed time per iteration (ms): 802.9 | throughput (samples/sec/per_device): 1.245 | learning rate: 9.946787E-09 | global batch size:     8 | loss video: 7.425085E-01 | loss action: 3.073934E-01 | loss scale: 1.0 | grad norm: 10.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:03][INFO] iteration       49/     100 | consumed samples:          392 | elapsed time per iteration (ms): 855.2 | throughput (samples/sec/per_device): 1.169 | learning rate: 9.944598E-09 | global batch size:     8 | loss video: 2.671884E-02 | loss action: 2.503393E+00 | loss scale: 1.0 | grad norm: 17.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:04][INFO] iteration       50/     100 | consumed samples:          400 | elapsed time per iteration (ms): 805.4 | throughput (samples/sec/per_device): 1.242 | learning rate: 9.942364E-09 | global batch size:     8 | loss video: 5.966126E-01 | loss action: 6.737781E-01 | loss scale: 1.0 | grad norm: 9.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:05][INFO] iteration       51/     100 | consumed samples:          408 | elapsed time per iteration (ms): 808.8 | throughput (samples/sec/per_device): 1.236 | learning rate: 9.940087E-09 | global batch size:     8 | loss video: 9.057316E-01 | loss action: 2.850229E-01 | loss scale: 1.0 | grad norm: 9.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:06][INFO] iteration       52/     100 | consumed samples:          416 | elapsed time per iteration (ms): 820.2 | throughput (samples/sec/per_device): 1.219 | learning rate: 9.937766E-09 | global batch size:     8 | loss video: 8.193467E-01 | loss action: 1.753829E+00 | loss scale: 1.0 | grad norm: 15.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:07][INFO] iteration       53/     100 | consumed samples:          424 | elapsed time per iteration (ms): 820.2 | throughput (samples/sec/per_device): 1.219 | learning rate: 9.935401E-09 | global batch size:     8 | loss video: 8.945887E-01 | loss action: 4.281320E-01 | loss scale: 1.0 | grad norm: 10.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:07][INFO] iteration       54/     100 | consumed samples:          432 | elapsed time per iteration (ms): 808.9 | throughput (samples/sec/per_device): 1.236 | learning rate: 9.932992E-09 | global batch size:     8 | loss video: 6.607668E-01 | loss action: 1.266172E+00 | loss scale: 1.0 | grad norm: 11.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:08][INFO] iteration       55/     100 | consumed samples:          440 | elapsed time per iteration (ms): 800.2 | throughput (samples/sec/per_device): 1.250 | learning rate: 9.930540E-09 | global batch size:     8 | loss video: 1.953762E-01 | loss action: 9.469037E-01 | loss scale: 1.0 | grad norm: 7.093750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:09][INFO] iteration       56/     100 | consumed samples:          448 | elapsed time per iteration (ms): 801.9 | throughput (samples/sec/per_device): 1.247 | learning rate: 9.928043E-09 | global batch size:     8 | loss video: 2.486327E-01 | loss action: 2.738954E+00 | loss scale: 1.0 | grad norm: 16.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:10][INFO] iteration       57/     100 | consumed samples:          456 | elapsed time per iteration (ms): 809.0 | throughput (samples/sec/per_device): 1.236 | learning rate: 9.925503E-09 | global batch size:     8 | loss video: 6.283005E-01 | loss action: 4.699225E-01 | loss scale: 1.0 | grad norm: 9.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:11][INFO] iteration       58/     100 | consumed samples:          464 | elapsed time per iteration (ms): 855.5 | throughput (samples/sec/per_device): 1.169 | learning rate: 9.922920E-09 | global batch size:     8 | loss video: 6.279655E-01 | loss action: 6.813571E-01 | loss scale: 1.0 | grad norm: 4.906250 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:12][INFO] iteration       59/     100 | consumed samples:          472 | elapsed time per iteration (ms): 815.7 | throughput (samples/sec/per_device): 1.226 | learning rate: 9.920293E-09 | global batch size:     8 | loss video: 4.751045E-01 | loss action: 1.517640E+00 | loss scale: 1.0 | grad norm: 12.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:12][INFO] iteration       60/     100 | consumed samples:          480 | elapsed time per iteration (ms): 805.2 | throughput (samples/sec/per_device): 1.242 | learning rate: 9.917622E-09 | global batch size:     8 | loss video: 8.794515E-01 | loss action: 3.171755E-01 | loss scale: 1.0 | grad norm: 11.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:12][INFO] max time across ranks (ms):
    forward-backward................................: 645.74
    forward-compute.................................: 218.69
    backward-compute................................: 272.73
    batch-generator.................................: 164.02
    nan-grad-cleanup................................: 20.36
    grad-clip.......................................: 33.71
    optimizer.......................................: 101.90
    optimizer-inner-step............................: 101.81
    optimizer-scheduler-step........................: 0.04
    optimizer-zero-grad.............................: 1.10
[2026-08-28 17:36:13][INFO] iteration       61/     100 | consumed samples:          488 | elapsed time per iteration (ms): 808.1 | throughput (samples/sec/per_device): 1.238 | learning rate: 9.914907E-09 | global batch size:     8 | loss video: 8.874228E-01 | loss action: 2.909219E+00 | loss scale: 1.0 | grad norm: 21.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:14][INFO] iteration       62/     100 | consumed samples:          496 | elapsed time per iteration (ms): 817.3 | throughput (samples/sec/per_device): 1.224 | learning rate: 9.912149E-09 | global batch size:     8 | loss video: 3.089548E-01 | loss action: 4.071913E-01 | loss scale: 1.0 | grad norm: 5.593750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:15][INFO] iteration       63/     100 | consumed samples:          504 | elapsed time per iteration (ms): 811.6 | throughput (samples/sec/per_device): 1.232 | learning rate: 9.909348E-09 | global batch size:     8 | loss video: 8.028869E-01 | loss action: 1.491897E+00 | loss scale: 1.0 | grad norm: 13.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:16][INFO] iteration       64/     100 | consumed samples:          512 | elapsed time per iteration (ms): 805.3 | throughput (samples/sec/per_device): 1.242 | learning rate: 9.906503E-09 | global batch size:     8 | loss video: 9.833797E-01 | loss action: 9.050646E-01 | loss scale: 1.0 | grad norm: 11.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:16][INFO] iteration       65/     100 | consumed samples:          520 | elapsed time per iteration (ms): 814.1 | throughput (samples/sec/per_device): 1.228 | learning rate: 9.903614E-09 | global batch size:     8 | loss video: 6.943569E-01 | loss action: 7.331269E-01 | loss scale: 1.0 | grad norm: 10.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:17][INFO] iteration       66/     100 | consumed samples:          528 | elapsed time per iteration (ms): 815.2 | throughput (samples/sec/per_device): 1.227 | learning rate: 9.900682E-09 | global batch size:     8 | loss video: 2.809045E-01 | loss action: 2.035852E+00 | loss scale: 1.0 | grad norm: 14.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:18][INFO] iteration       67/     100 | consumed samples:          536 | elapsed time per iteration (ms): 802.4 | throughput (samples/sec/per_device): 1.246 | learning rate: 9.897707E-09 | global batch size:     8 | loss video: 2.921571E-02 | loss action: 1.390381E+00 | loss scale: 1.0 | grad norm: 11.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:19][INFO] iteration       68/     100 | consumed samples:          544 | elapsed time per iteration (ms): 806.8 | throughput (samples/sec/per_device): 1.240 | learning rate: 9.894688E-09 | global batch size:     8 | loss video: 8.131704E-01 | loss action: 7.420455E-02 | loss scale: 1.0 | grad norm: 4.406250 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:20][INFO] iteration       69/     100 | consumed samples:          552 | elapsed time per iteration (ms): 802.2 | throughput (samples/sec/per_device): 1.247 | learning rate: 9.891625E-09 | global batch size:     8 | loss video: 8.730977E-01 | loss action: 1.278991E+00 | loss scale: 1.0 | grad norm: 13.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:20][INFO] iteration       70/     100 | consumed samples:          560 | elapsed time per iteration (ms): 800.8 | throughput (samples/sec/per_device): 1.249 | learning rate: 9.888520E-09 | global batch size:     8 | loss video: 6.193618E-01 | loss action: 4.757035E-01 | loss scale: 1.0 | grad norm: 9.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:21][INFO] iteration       71/     100 | consumed samples:          568 | elapsed time per iteration (ms): 806.7 | throughput (samples/sec/per_device): 1.240 | learning rate: 9.885371E-09 | global batch size:     8 | loss video: 1.339788E-01 | loss action: 2.559513E+00 | loss scale: 1.0 | grad norm: 17.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:22][INFO] iteration       72/     100 | consumed samples:          576 | elapsed time per iteration (ms): 814.5 | throughput (samples/sec/per_device): 1.228 | learning rate: 9.882179E-09 | global batch size:     8 | loss video: 2.933903E-01 | loss action: 5.165967E-01 | loss scale: 1.0 | grad norm: 7.218750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:23][INFO] iteration       73/     100 | consumed samples:          584 | elapsed time per iteration (ms): 797.4 | throughput (samples/sec/per_device): 1.254 | learning rate: 9.878943E-09 | global batch size:     8 | loss video: 3.570188E-01 | loss action: 9.238688E-01 | loss scale: 1.0 | grad norm: 10.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:24][INFO] iteration       74/     100 | consumed samples:          592 | elapsed time per iteration (ms): 798.2 | throughput (samples/sec/per_device): 1.253 | learning rate: 9.875665E-09 | global batch size:     8 | loss video: 7.264380E-01 | loss action: 3.913243E-02 | loss scale: 1.0 | grad norm: 11.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:24][INFO] iteration       75/     100 | consumed samples:          600 | elapsed time per iteration (ms): 806.0 | throughput (samples/sec/per_device): 1.241 | learning rate: 9.872343E-09 | global batch size:     8 | loss video: 2.514769E-01 | loss action: 1.698750E+00 | loss scale: 1.0 | grad norm: 12.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:25][INFO] iteration       76/     100 | consumed samples:          608 | elapsed time per iteration (ms): 799.6 | throughput (samples/sec/per_device): 1.251 | learning rate: 9.868978E-09 | global batch size:     8 | loss video: 6.149014E-02 | loss action: 1.851792E+00 | loss scale: 1.0 | grad norm: 9.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:26][INFO] iteration       77/     100 | consumed samples:          616 | elapsed time per iteration (ms): 832.6 | throughput (samples/sec/per_device): 1.201 | learning rate: 9.865570E-09 | global batch size:     8 | loss video: 6.660296E-01 | loss action: 1.140050E+00 | loss scale: 1.0 | grad norm: 15.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:27][INFO] iteration       78/     100 | consumed samples:          624 | elapsed time per iteration (ms): 797.8 | throughput (samples/sec/per_device): 1.254 | learning rate: 9.862118E-09 | global batch size:     8 | loss video: 8.513279E-01 | loss action: 2.069386E+00 | loss scale: 1.0 | grad norm: 16.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:28][INFO] iteration       79/     100 | consumed samples:          632 | elapsed time per iteration (ms): 816.5 | throughput (samples/sec/per_device): 1.225 | learning rate: 9.858624E-09 | global batch size:     8 | loss video: 2.813457E-01 | loss action: 1.733091E+00 | loss scale: 1.0 | grad norm: 10.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:29][INFO] iteration       80/     100 | consumed samples:          640 | elapsed time per iteration (ms): 820.6 | throughput (samples/sec/per_device): 1.219 | learning rate: 9.855087E-09 | global batch size:     8 | loss video: 8.619720E-01 | loss action: 1.241918E+00 | loss scale: 1.0 | grad norm: 9.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:29][INFO] max time across ranks (ms):
    forward-backward................................: 661.30
    forward-compute.................................: 218.26
    backward-compute................................: 297.06
    batch-generator.................................: 179.81
    nan-grad-cleanup................................: 20.35
    grad-clip.......................................: 33.48
    optimizer.......................................: 101.55
    optimizer-inner-step............................: 101.46
    optimizer-scheduler-step........................: 0.04
    optimizer-zero-grad.............................: 0.99
[2026-08-28 17:36:29][INFO] iteration       81/     100 | consumed samples:          648 | elapsed time per iteration (ms): 810.5 | throughput (samples/sec/per_device): 1.234 | learning rate: 9.851507E-09 | global batch size:     8 | loss video: 5.531218E-01 | loss action: 1.226437E+00 | loss scale: 1.0 | grad norm: 12.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:30][INFO] iteration       82/     100 | consumed samples:          656 | elapsed time per iteration (ms): 807.5 | throughput (samples/sec/per_device): 1.238 | learning rate: 9.847883E-09 | global batch size:     8 | loss video: 7.356434E-01 | loss action: 1.415269E+00 | loss scale: 1.0 | grad norm: 12.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:31][INFO] iteration       83/     100 | consumed samples:          664 | elapsed time per iteration (ms): 798.6 | throughput (samples/sec/per_device): 1.252 | learning rate: 9.844217E-09 | global batch size:     8 | loss video: 7.992785E-01 | loss action: 3.053008E-01 | loss scale: 1.0 | grad norm: 11.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:32][INFO] iteration       84/     100 | consumed samples:          672 | elapsed time per iteration (ms): 795.9 | throughput (samples/sec/per_device): 1.256 | learning rate: 9.840508E-09 | global batch size:     8 | loss video: 2.423085E-01 | loss action: 8.976716E-02 | loss scale: 1.0 | grad norm: 4.281250 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:33][INFO] iteration       85/     100 | consumed samples:          680 | elapsed time per iteration (ms): 834.7 | throughput (samples/sec/per_device): 1.198 | learning rate: 9.836757E-09 | global batch size:     8 | loss video: 8.866866E-01 | loss action: 2.650847E+00 | loss scale: 1.0 | grad norm: 17.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:33][INFO] iteration       86/     100 | consumed samples:          688 | elapsed time per iteration (ms): 811.5 | throughput (samples/sec/per_device): 1.232 | learning rate: 9.832962E-09 | global batch size:     8 | loss video: 8.771766E-01 | loss action: 5.077440E-01 | loss scale: 1.0 | grad norm: 7.968750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:34][INFO] iteration       87/     100 | consumed samples:          696 | elapsed time per iteration (ms): 807.8 | throughput (samples/sec/per_device): 1.238 | learning rate: 9.829125E-09 | global batch size:     8 | loss video: 8.532014E-01 | loss action: 2.799004E+00 | loss scale: 1.0 | grad norm: 20.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:35][INFO] iteration       88/     100 | consumed samples:          704 | elapsed time per iteration (ms): 800.2 | throughput (samples/sec/per_device): 1.250 | learning rate: 9.825244E-09 | global batch size:     8 | loss video: 5.589883E-01 | loss action: 2.739158E+00 | loss scale: 1.0 | grad norm: 18.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:36][INFO] iteration       89/     100 | consumed samples:          712 | elapsed time per iteration (ms): 813.1 | throughput (samples/sec/per_device): 1.230 | learning rate: 9.821322E-09 | global batch size:     8 | loss video: 9.348779E-01 | loss action: 3.005352E-01 | loss scale: 1.0 | grad norm: 10.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:37][INFO] iteration       90/     100 | consumed samples:          720 | elapsed time per iteration (ms): 811.5 | throughput (samples/sec/per_device): 1.232 | learning rate: 9.817356E-09 | global batch size:     8 | loss video: 1.865253E-01 | loss action: 2.657210E+00 | loss scale: 1.0 | grad norm: 18.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:37][INFO] iteration       91/     100 | consumed samples:          728 | elapsed time per iteration (ms): 803.9 | throughput (samples/sec/per_device): 1.244 | learning rate: 9.813348E-09 | global batch size:     8 | loss video: 8.773194E-01 | loss action: 2.327020E+00 | loss scale: 1.0 | grad norm: 19.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:38][INFO] iteration       92/     100 | consumed samples:          736 | elapsed time per iteration (ms): 811.9 | throughput (samples/sec/per_device): 1.232 | learning rate: 9.809297E-09 | global batch size:     8 | loss video: 8.981224E-01 | loss action: 2.362064E+00 | loss scale: 1.0 | grad norm: 17.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:39][INFO] iteration       93/     100 | consumed samples:          744 | elapsed time per iteration (ms): 802.9 | throughput (samples/sec/per_device): 1.246 | learning rate: 9.805204E-09 | global batch size:     8 | loss video: 4.358281E-01 | loss action: 1.802571E-01 | loss scale: 1.0 | grad norm: 1.585938 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:40][INFO] iteration       94/     100 | consumed samples:          752 | elapsed time per iteration (ms): 808.9 | throughput (samples/sec/per_device): 1.236 | learning rate: 9.801069E-09 | global batch size:     8 | loss video: 1.397195E-01 | loss action: 1.308163E+00 | loss scale: 1.0 | grad norm: 10.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:41][INFO] iteration       95/     100 | consumed samples:          760 | elapsed time per iteration (ms): 811.5 | throughput (samples/sec/per_device): 1.232 | learning rate: 9.796890E-09 | global batch size:     8 | loss video: 5.492083E-01 | loss action: 2.893492E-01 | loss scale: 1.0 | grad norm: 7.593750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:41][INFO] iteration       96/     100 | consumed samples:          768 | elapsed time per iteration (ms): 806.8 | throughput (samples/sec/per_device): 1.240 | learning rate: 9.792670E-09 | global batch size:     8 | loss video: 2.391438E-01 | loss action: 8.408012E-01 | loss scale: 1.0 | grad norm: 7.218750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:42][INFO] iteration       97/     100 | consumed samples:          776 | elapsed time per iteration (ms): 805.9 | throughput (samples/sec/per_device): 1.241 | learning rate: 9.788407E-09 | global batch size:     8 | loss video: 7.836054E-02 | loss action: 2.471997E-01 | loss scale: 1.0 | grad norm: 4.718750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:43][INFO] iteration       98/     100 | consumed samples:          784 | elapsed time per iteration (ms): 806.2 | throughput (samples/sec/per_device): 1.240 | learning rate: 9.784102E-09 | global batch size:     8 | loss video: 2.134307E-01 | loss action: 2.831248E+00 | loss scale: 1.0 | grad norm: 15.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:44][INFO] iteration       99/     100 | consumed samples:          792 | elapsed time per iteration (ms): 809.2 | throughput (samples/sec/per_device): 1.236 | learning rate: 9.779754E-09 | global batch size:     8 | loss video: 7.196213E-02 | loss action: 0.000000E+00 | loss scale: 1.0 | grad norm: 2.421875 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:45][INFO] iteration      100/     100 | consumed samples:          800 | elapsed time per iteration (ms): 814.7 | throughput (samples/sec/per_device): 1.227 | learning rate: 9.775365E-09 | global batch size:     8 | loss video: 4.819319E-01 | loss action: 1.836531E+00 | loss scale: 1.0 | grad norm: 15.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:36:45][INFO] max time across ranks (ms):
    forward-backward................................: 655.27
    forward-compute.................................: 215.47
    backward-compute................................: 292.85
    batch-generator.................................: 170.66
    nan-grad-cleanup................................: 20.33
    grad-clip.......................................: 33.57
    optimizer.......................................: 101.73
    optimizer-inner-step............................: 101.64
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 0.87
[2026-08-28 17:37:03][INFO] Checkpoint saved (dcp): /raid0/fastwam/experiments/fastwam_powersgd_plus_freeze_v_fair_a800_100_1000_v1/warmup_dense/checkpoints/steps_100
