[2026-08-24 01:18:25][INFO] 
------------------------ training training_args ------------------------
  ddp_oracle_error_budget_random_seed ............. 0
  ddp_powersgd_global_step_offset ................. 0
  ddp_powersgd_lr_high_rank ....................... 2
  ddp_powersgd_lr_high_rank_end_step .............. 452
  ddp_powersgd_matrix_approximation_rank .......... 1
  ddp_powersgd_min_compression_rate ............... 2.0
  ddp_powersgd_period_schedule .................... 300-452:25,453-734:50,735-1000:100
  ddp_powersgd_plus_restart_method ................ approximate
  ddp_powersgd_plus_restart_period ................ 50
  ddp_powersgd_scheduled_start_step ............... 300
  ddp_powersgd_start_iter ......................... 1000
  ddp_powersgd_window_ranges ...................... 
  ddp_separate_compression_ratio .................. 16.0
  ddp_separate_error_feedback_beta ................ 0.95
  ddp_separate_error_reset_interval ............... 128
  ddp_skip_all_reduce_unused_params ............... False
  ddp_static_graph ................................ True
  detail_log_interval ............................. 20
  deterministic_mode .............................. False
  disable_tf32 .................................... False
  distributed_sampler_mode ........................ cyclic
  distributed_strategy ............................ ddp
  dtype ........................................... bfloat16
  dynamo_optimize_ddp ............................. False
  freeze_modules .................................. 
  fsdp_backward_prefetch_distance ................. 0
  fsdp_cast_forward_inputs ........................ True
  fsdp_forward_prefetch_distance .................. 0
  fsdp_leftover_min_num_params .................... 1000000
  fsdp_min_num_params ............................. 1000000
  fsdp_no_wrap_modules ............................ None
  fsdp_original_param_dtype ....................... None
  fsdp_reduce_dtype ............................... fp32
  fsdp_reshard_default ............................ None
  fsdp_reshard_module_overrides ................... None
  fsdp_reshard_root ............................... False
  fsdp_unsharded_param_dtype ...................... None
  fsdp_wrap_modules ............................... None
  gradient_accumulation_steps ..................... 1
  hsdp_shard_size ................................. None
  init_on_meta .................................... False
  lambda_cycle_length ............................. 10000
  lambda_f_max .................................... 0.4
  lambda_f_min .................................... 0.0
  lambda_f_start .................................. 0.0
  lerobotdataset_version .......................... v3.0
  log_interval .................................... 1
  lora_alpha ...................................... 32
  lora_bias ....................................... none
  lora_dropout .................................... 0.0
  lora_init ....................................... true
  lora_modules_to_save ............................ None
  lora_r .......................................... 16
  lora_target_modules ............................. None
  loss_log_rank ................................... [-1]
  loss_spike_threshold ............................ 100.0
  lr_base ......................................... 2.5e-05
  lr_decay_iters .................................. 1000
  lr_decay_style .................................. cosine_with_min_lr
  lr_end .......................................... 1e-07
  lr_group ........................................ None
  lr_warmup_iters ................................. 10
  manual_gc ....................................... False
  manual_gc_interval .............................. 0
  min_lr .......................................... 1e-06
  model_name ...................................... pi05
  num_cycles ...................................... 1.0
  num_samples ..................................... 100
  num_workers ..................................... 4
  optimizer ....................................... AdamW
  optimizer_state_log_interval .................... 25
  output_dir ...................................... /raid0/fastwam/experiments/pi05_precision_mechanisms_start300_a800_100_1000_v1/attempts/baseline_resume/attempt_1/baseline_resume
  per_device_batch_size ........................... 12
  polynomial_power ................................ 1.0
  pretrained_checkpoint ........................... /raid0/fastwam/vla_artifacts/pi05/models/pi05_base
  profile_output_dir .............................. None
  profile_ranks ................................... [0]
  profile_step_end ................................ 12
  profile_step_start .............................. 10
  resume .......................................... True
  robot_type ...................................... libero_franka
  sampler_shuffle ................................. True
  save_format ..................................... dcp
  save_interval ................................... 0
  save_lr_thresholds .............................. 
  save_steps ...................................... 
  save_training_state ............................. True
  seed ............................................ 42
  set_seed_by_rank ................................ False
  split ........................................... train
  streaming ....................................... False
  task_name ....................................... perform the task
  tensorboard_dir ................................. /raid0/fastwam/experiments/pi05_precision_mechanisms_start300_a800_100_1000_v1/attempts/baseline_resume/attempt_1/baseline_resume/tensorboard
  tensorboard_queue_size .......................... 1000
  timing_log_level ................................ 0
  tokenizer_path .................................. /raid0/fastwam/vla_artifacts/pi05/tokenizers/paligemma-3b-pt-224
  train_iters ..................................... 1000
  trainer_type .................................... FinetuneTrainer
  use_lora ........................................ False
  use_nsys_profiler ............................... False
  use_pytorch_profiler ............................ False
  video_backend ................................... torchcodec
  wandb_mode ...................................... disabled
  wandb_project ................................... loongforge-vla
  weight_decay .................................... 0.01
  weight_decay_grouping ........................... all
  zero_master_param_dtype ......................... none
  zero_optimizer .................................. True
  zero_parameters_as_bucket_view .................. True
-------------------- end of training training_args ---------------------
[2026-08-24 01:18:25][INFO] 
------------------------ model config ------------------------
  action_dim ...................................... 7
  action_horizon .................................. 50
  compile_dynamic ................................. False
  compile_fullgraph ............................... True
  compile_mode .................................... max-autotune
  compile_model ................................... False
  compile_scope ................................... multi_group
  freeze_vision_encoder ........................... False
  gradient_checkpointing .......................... False
  max_action_dim .................................. 32
  max_state_dim ................................... 32
  model_type ...................................... pi05
  state_dim ....................................... 7
  train_expert_only ............................... False
-------------------- end of model config ---------------------
[2026-08-24 01:18:25][INFO] 
------------------------ data config ------------------------
  action_apply_to ................................. ['action']
  action_padding_strategy ......................... zero
  action_transform_horizon ........................ None
  action_transform_max_action_dim ................. None
  action_use_statistics ........................... True
  image_mask ...................................... None
  image_normalize_mode ............................ identity
  image_resize_strategy ........................... resize_with_pad
  image_size ...................................... 224
  max_token_len ................................... 200
  normalization_mode .............................. q99
  num_images ...................................... 2
  observation_delta_indices ....................... None
  use_action_transform ............................ True
  use_image_transform ............................. True
-------------------- end of data config ---------------------
[2026-08-24 01:18:25][INFO] TensorBoard enabled: /raid0/fastwam/experiments/pi05_precision_mechanisms_start300_a800_100_1000_v1/attempts/baseline_resume/attempt_1/baseline_resume/tensorboard
[2026-08-24 01:18:25][INFO] [model] start building model: model_type=pi05, class=Pi05ModelConfig
[2026-08-24 01:20:45][INFO] [model] model built in 139.87s
[2026-08-24 01:20:45][INFO] [ckpt] resume requested: dir==/raid0/fastwam/experiments/pi05_precision_mechanisms_start300_a800_100_1000_v1/attempts/baseline_resume/attempt_1/baseline_resume/checkpoints/steps_300
[2026-08-24 01:20:45][INFO] resume: detected DCP checkpoint at /raid0/fastwam/experiments/pi05_precision_mechanisms_start300_a800_100_1000_v1/attempts/baseline_resume/attempt_1/baseline_resume/checkpoints/steps_300 — deferring weight load until after wrap_model.
[2026-08-24 01:20:45][INFO] Resumed model weights from step 300
[2026-08-24 01:20:45][INFO] [ckpt] resume done in 0.00s
[2026-08-24 01:20:45][INFO] [wrap_model] wrap_model: strategy=ddp, dtype=bfloat16
[2026-08-24 01:20:49][INFO] [wrap_model] done in 4.46s
[2026-08-24 01:20:49][INFO] [optimizer] building optimizer
[2026-08-24 01:20:49][INFO] [LR Groups] Model modules (use paths below with --lr-group to set per-module LR):
  model                                                         (4143.4M trainable params)
    model.paligemma_with_expert                                   (4141.2M trainable params)
      model.paligemma_with_expert.paligemma                         (3450.0M trainable params)
      model.paligemma_with_expert.gemma_expert                      (691.3M trainable params)
    model.action_in_proj                                          (33.8K trainable params)
    model.action_out_proj                                         (32.8K trainable params)
    model.time_mlp_in                                             (1.0M trainable params)
    model.time_mlp_out                                            (1.0M trainable params)
[2026-08-24 01:20:49][INFO] [LR Groups] Model modules with LR assignment:
  model                                                         (4143.4M trainable params)  lr=2.50e-05
    model.paligemma_with_expert                                   (4141.2M trainable params)  lr=2.50e-05
      model.paligemma_with_expert.paligemma                         (3450.0M trainable params)  lr=2.50e-05
      model.paligemma_with_expert.gemma_expert                      (691.3M trainable params)  lr=2.50e-05
    model.action_in_proj                                          (33.8K trainable params)  lr=2.50e-05
    model.action_out_proj                                         (32.8K trainable params)  lr=2.50e-05
    model.time_mlp_in                                             (1.0M trainable params)  lr=2.50e-05
    model.time_mlp_out                                            (1.0M trainable params)  lr=2.50e-05
[2026-08-24 01:20:49][INFO] Optimizer trainable parameter dtypes: torch.bfloat16: 255 tensors/3609853952 elems, torch.float32: 558 tensors/533550864 elems
[2026-08-24 01:20:49][INFO] Mixed dtype params {torch.bfloat16, torch.float32}: using per-dtype ZeroRedundancyOptimizer
[2026-08-24 01:20:49][INFO] [optimizer] optimizer built in 0.18s
[2026-08-24 01:20:49][INFO] [ckpt] restoring optimizer/scheduler/RNG state from /raid0/fastwam/experiments/pi05_precision_mechanisms_start300_a800_100_1000_v1/attempts/baseline_resume/attempt_1/baseline_resume/checkpoints/steps_300
[2026-08-24 01:21:01][INFO] model resumed via DCP (strict)
[2026-08-24 01:21:03][INFO] optimizer resumed from rank-local ZeRO state
[2026-08-24 01:21:03][INFO] scheduler resumed successfully
[2026-08-24 01:21:03][INFO] [ckpt] optimizer/scheduler/RNG state restored in 13.24s
[2026-08-24 01:21:03][INFO] [data] building dataloaders
[2026-08-24 01:21:03][INFO] Using video codec: libsvtav1
[2026-08-24 01:21:03][INFO] LeRobotV3Dataset: repo_id=libero, len=273465, action_horizon=50, fps=10.0, video_backend=torchcodec
[2026-08-24 01:21:03][INFO] Using preprocessor: pi05
[2026-08-24 01:21:03][INFO] Restored dataloader state: vla
[2026-08-24 01:21:03][INFO] [data] done in 0.43s
[2026-08-24 01:21:03][INFO] Parameters: 4143.4M total, 4143.4M trainable (100.0%)
[2026-08-24 01:21:03][INFO] Model: PI05Policy
[2026-08-24 01:21:19][INFO] RNG state resumed successfully after dataloader iterator init
[2026-08-24 01:21:19][INFO] Dataloader 'vla' positioned at epoch=0
[2026-08-24 01:21:27][INFO] iteration      301/    1000 | consumed samples:        28896 | elapsed time per iteration (ms): 7837.9 | throughput (samples/sec/per_device): 1.531 | learning rate: 2.023698E-05 | global batch size:    96 | action loss: 1.531705E-01 | loss scale: 1.0 | grad norm: 0.396064 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:28][INFO] iteration      302/    1000 | consumed samples:        28992 | elapsed time per iteration (ms): 961.9 | throughput (samples/sec/per_device): 12.475 | learning rate: 2.020657E-05 | global batch size:    96 | action loss: 1.630346E-01 | loss scale: 1.0 | grad norm: 0.671344 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:29][INFO] iteration      303/    1000 | consumed samples:        29088 | elapsed time per iteration (ms): 969.4 | throughput (samples/sec/per_device): 12.378 | learning rate: 2.017608E-05 | global batch size:    96 | action loss: 1.862880E-01 | loss scale: 1.0 | grad norm: 0.468419 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:30][INFO] iteration      304/    1000 | consumed samples:        29184 | elapsed time per iteration (ms): 1042.2 | throughput (samples/sec/per_device): 11.514 | learning rate: 2.014552E-05 | global batch size:    96 | action loss: 1.730891E-01 | loss scale: 1.0 | grad norm: 0.572246 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:31][INFO] iteration      305/    1000 | consumed samples:        29280 | elapsed time per iteration (ms): 969.1 | throughput (samples/sec/per_device): 12.383 | learning rate: 2.011490E-05 | global batch size:    96 | action loss: 1.720606E-01 | loss scale: 1.0 | grad norm: 0.599474 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:32][INFO] iteration      306/    1000 | consumed samples:        29376 | elapsed time per iteration (ms): 968.8 | throughput (samples/sec/per_device): 12.386 | learning rate: 2.008419E-05 | global batch size:    96 | action loss: 1.665121E-01 | loss scale: 1.0 | grad norm: 0.535556 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:33][INFO] iteration      307/    1000 | consumed samples:        29472 | elapsed time per iteration (ms): 971.6 | throughput (samples/sec/per_device): 12.351 | learning rate: 2.005342E-05 | global batch size:    96 | action loss: 1.765693E-01 | loss scale: 1.0 | grad norm: 0.410875 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:34][INFO] iteration      308/    1000 | consumed samples:        29568 | elapsed time per iteration (ms): 969.7 | throughput (samples/sec/per_device): 12.375 | learning rate: 2.002258E-05 | global batch size:    96 | action loss: 1.692560E-01 | loss scale: 1.0 | grad norm: 0.604512 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:34][INFO] iteration      309/    1000 | consumed samples:        29664 | elapsed time per iteration (ms): 968.4 | throughput (samples/sec/per_device): 12.392 | learning rate: 1.999167E-05 | global batch size:    96 | action loss: 1.872401E-01 | loss scale: 1.0 | grad norm: 0.497392 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:35][INFO] iteration      310/    1000 | consumed samples:        29760 | elapsed time per iteration (ms): 969.2 | throughput (samples/sec/per_device): 12.381 | learning rate: 1.996068E-05 | global batch size:    96 | action loss: 1.496457E-01 | loss scale: 1.0 | grad norm: 0.569926 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:36][INFO] iteration      311/    1000 | consumed samples:        29856 | elapsed time per iteration (ms): 969.1 | throughput (samples/sec/per_device): 12.383 | learning rate: 1.992963E-05 | global batch size:    96 | action loss: 1.670180E-01 | loss scale: 1.0 | grad norm: 0.547121 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:37][INFO] iteration      312/    1000 | consumed samples:        29952 | elapsed time per iteration (ms): 970.4 | throughput (samples/sec/per_device): 12.367 | learning rate: 1.989851E-05 | global batch size:    96 | action loss: 1.593113E-01 | loss scale: 1.0 | grad norm: 0.396477 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:38][INFO] iteration      313/    1000 | consumed samples:        30048 | elapsed time per iteration (ms): 972.1 | throughput (samples/sec/per_device): 12.344 | learning rate: 1.986731E-05 | global batch size:    96 | action loss: 1.776611E-01 | loss scale: 1.0 | grad norm: 0.707118 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:39][INFO] iteration      314/    1000 | consumed samples:        30144 | elapsed time per iteration (ms): 970.7 | throughput (samples/sec/per_device): 12.362 | learning rate: 1.983605E-05 | global batch size:    96 | action loss: 1.554338E-01 | loss scale: 1.0 | grad norm: 0.392325 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:40][INFO] iteration      315/    1000 | consumed samples:        30240 | elapsed time per iteration (ms): 970.8 | throughput (samples/sec/per_device): 12.360 | learning rate: 1.980472E-05 | global batch size:    96 | action loss: 1.460914E-01 | loss scale: 1.0 | grad norm: 0.455268 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:41][INFO] iteration      316/    1000 | consumed samples:        30336 | elapsed time per iteration (ms): 971.9 | throughput (samples/sec/per_device): 12.348 | learning rate: 1.977332E-05 | global batch size:    96 | action loss: 1.710960E-01 | loss scale: 1.0 | grad norm: 0.479142 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:42][INFO] iteration      317/    1000 | consumed samples:        30432 | elapsed time per iteration (ms): 970.1 | throughput (samples/sec/per_device): 12.369 | learning rate: 1.974185E-05 | global batch size:    96 | action loss: 1.344172E-01 | loss scale: 1.0 | grad norm: 0.446170 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:43][INFO] iteration      318/    1000 | consumed samples:        30528 | elapsed time per iteration (ms): 973.4 | throughput (samples/sec/per_device): 12.329 | learning rate: 1.971031E-05 | global batch size:    96 | action loss: 1.656256E-01 | loss scale: 1.0 | grad norm: 0.561413 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:44][INFO] iteration      319/    1000 | consumed samples:        30624 | elapsed time per iteration (ms): 972.0 | throughput (samples/sec/per_device): 12.345 | learning rate: 1.967871E-05 | global batch size:    96 | action loss: 1.662024E-01 | loss scale: 1.0 | grad norm: 0.444372 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:45][INFO] iteration      320/    1000 | consumed samples:        30720 | elapsed time per iteration (ms): 984.1 | throughput (samples/sec/per_device): 12.194 | learning rate: 1.964704E-05 | global batch size:    96 | action loss: 2.262550E-01 | loss scale: 1.0 | grad norm: 0.592710 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:45][INFO] max time across ranks (ms):
    forward-backward................................: 849.70
    forward-compute.................................: 276.35
    backward-compute................................: 572.43
    batch-generator.................................: 1.42
    nan-grad-cleanup................................: 13.08
    grad-clip.......................................: 36.04
    optimizer.......................................: 86.48
    optimizer-inner-step............................: 86.38
    optimizer-scheduler-step........................: 0.06
    optimizer-zero-grad.............................: 0.72
[2026-08-24 01:21:46][INFO] iteration      321/    1000 | consumed samples:        30816 | elapsed time per iteration (ms): 972.1 | throughput (samples/sec/per_device): 12.344 | learning rate: 1.961530E-05 | global batch size:    96 | action loss: 1.602312E-01 | loss scale: 1.0 | grad norm: 0.399672 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:47][INFO] iteration      322/    1000 | consumed samples:        30912 | elapsed time per iteration (ms): 974.6 | throughput (samples/sec/per_device): 12.313 | learning rate: 1.958350E-05 | global batch size:    96 | action loss: 1.564242E-01 | loss scale: 1.0 | grad norm: 0.441983 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:48][INFO] iteration      323/    1000 | consumed samples:        31008 | elapsed time per iteration (ms): 972.0 | throughput (samples/sec/per_device): 12.345 | learning rate: 1.955163E-05 | global batch size:    96 | action loss: 1.839210E-01 | loss scale: 1.0 | grad norm: 0.553647 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:49][INFO] iteration      324/    1000 | consumed samples:        31104 | elapsed time per iteration (ms): 972.9 | throughput (samples/sec/per_device): 12.334 | learning rate: 1.951969E-05 | global batch size:    96 | action loss: 1.619918E-01 | loss scale: 1.0 | grad norm: 0.577839 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:50][INFO] iteration      325/    1000 | consumed samples:        31200 | elapsed time per iteration (ms): 1053.7 | throughput (samples/sec/per_device): 11.388 | learning rate: 1.948769E-05 | global batch size:    96 | action loss: 1.693403E-01 | loss scale: 1.0 | grad norm: 0.488998 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:51][INFO] iteration      326/    1000 | consumed samples:        31296 | elapsed time per iteration (ms): 972.6 | throughput (samples/sec/per_device): 12.338 | learning rate: 1.945562E-05 | global batch size:    96 | action loss: 1.713783E-01 | loss scale: 1.0 | grad norm: 0.490813 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:52][INFO] iteration      327/    1000 | consumed samples:        31392 | elapsed time per iteration (ms): 973.3 | throughput (samples/sec/per_device): 12.330 | learning rate: 1.942349E-05 | global batch size:    96 | action loss: 1.764233E-01 | loss scale: 1.0 | grad norm: 0.630152 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:53][INFO] iteration      328/    1000 | consumed samples:        31488 | elapsed time per iteration (ms): 972.7 | throughput (samples/sec/per_device): 12.337 | learning rate: 1.939129E-05 | global batch size:    96 | action loss: 2.140681E-01 | loss scale: 1.0 | grad norm: 0.582334 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:54][INFO] iteration      329/    1000 | consumed samples:        31584 | elapsed time per iteration (ms): 971.9 | throughput (samples/sec/per_device): 12.347 | learning rate: 1.935903E-05 | global batch size:    96 | action loss: 1.629697E-01 | loss scale: 1.0 | grad norm: 0.519461 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:55][INFO] iteration      330/    1000 | consumed samples:        31680 | elapsed time per iteration (ms): 977.9 | throughput (samples/sec/per_device): 12.271 | learning rate: 1.932671E-05 | global batch size:    96 | action loss: 1.715170E-01 | loss scale: 1.0 | grad norm: 0.402289 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:56][INFO] iteration      331/    1000 | consumed samples:        31776 | elapsed time per iteration (ms): 972.5 | throughput (samples/sec/per_device): 12.340 | learning rate: 1.929432E-05 | global batch size:    96 | action loss: 1.476582E-01 | loss scale: 1.0 | grad norm: 0.550877 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:57][INFO] iteration      332/    1000 | consumed samples:        31872 | elapsed time per iteration (ms): 972.9 | throughput (samples/sec/per_device): 12.335 | learning rate: 1.926186E-05 | global batch size:    96 | action loss: 1.736317E-01 | loss scale: 1.0 | grad norm: 0.508721 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:58][INFO] iteration      333/    1000 | consumed samples:        31968 | elapsed time per iteration (ms): 973.9 | throughput (samples/sec/per_device): 12.321 | learning rate: 1.922935E-05 | global batch size:    96 | action loss: 2.007917E-01 | loss scale: 1.0 | grad norm: 0.627232 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:21:59][INFO] iteration      334/    1000 | consumed samples:        32064 | elapsed time per iteration (ms): 973.8 | throughput (samples/sec/per_device): 12.323 | learning rate: 1.919677E-05 | global batch size:    96 | action loss: 1.968113E-01 | loss scale: 1.0 | grad norm: 0.455953 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:00][INFO] iteration      335/    1000 | consumed samples:        32160 | elapsed time per iteration (ms): 974.7 | throughput (samples/sec/per_device): 12.311 | learning rate: 1.916413E-05 | global batch size:    96 | action loss: 1.514636E-01 | loss scale: 1.0 | grad norm: 0.471234 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:01][INFO] iteration      336/    1000 | consumed samples:        32256 | elapsed time per iteration (ms): 974.1 | throughput (samples/sec/per_device): 12.320 | learning rate: 1.913143E-05 | global batch size:    96 | action loss: 1.934452E-01 | loss scale: 1.0 | grad norm: 0.438955 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:02][INFO] iteration      337/    1000 | consumed samples:        32352 | elapsed time per iteration (ms): 974.9 | throughput (samples/sec/per_device): 12.309 | learning rate: 1.909866E-05 | global batch size:    96 | action loss: 1.625125E-01 | loss scale: 1.0 | grad norm: 0.640411 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:03][INFO] iteration      338/    1000 | consumed samples:        32448 | elapsed time per iteration (ms): 978.1 | throughput (samples/sec/per_device): 12.269 | learning rate: 1.906584E-05 | global batch size:    96 | action loss: 1.703793E-01 | loss scale: 1.0 | grad norm: 0.612648 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:04][INFO] iteration      339/    1000 | consumed samples:        32544 | elapsed time per iteration (ms): 976.6 | throughput (samples/sec/per_device): 12.288 | learning rate: 1.903295E-05 | global batch size:    96 | action loss: 1.729586E-01 | loss scale: 1.0 | grad norm: 0.546379 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:05][INFO] iteration      340/    1000 | consumed samples:        32640 | elapsed time per iteration (ms): 982.9 | throughput (samples/sec/per_device): 12.209 | learning rate: 1.900000E-05 | global batch size:    96 | action loss: 1.774846E-01 | loss scale: 1.0 | grad norm: 0.543811 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:05][INFO] max time across ranks (ms):
    forward-backward................................: 852.00
    forward-compute.................................: 276.74
    backward-compute................................: 573.76
    batch-generator.................................: 1.51
    nan-grad-cleanup................................: 12.69
    grad-clip.......................................: 32.97
    optimizer.......................................: 82.79
    optimizer-inner-step............................: 82.69
    optimizer-scheduler-step........................: 0.06
    optimizer-zero-grad.............................: 0.74
[2026-08-24 01:22:06][INFO] iteration      341/    1000 | consumed samples:        32736 | elapsed time per iteration (ms): 973.3 | throughput (samples/sec/per_device): 12.330 | learning rate: 1.896699E-05 | global batch size:    96 | action loss: 1.929821E-01 | loss scale: 1.0 | grad norm: 0.545385 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:07][INFO] iteration      342/    1000 | consumed samples:        32832 | elapsed time per iteration (ms): 979.3 | throughput (samples/sec/per_device): 12.253 | learning rate: 1.893392E-05 | global batch size:    96 | action loss: 2.026966E-01 | loss scale: 1.0 | grad norm: 0.478512 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:08][INFO] iteration      343/    1000 | consumed samples:        32928 | elapsed time per iteration (ms): 974.6 | throughput (samples/sec/per_device): 12.312 | learning rate: 1.890080E-05 | global batch size:    96 | action loss: 1.763795E-01 | loss scale: 1.0 | grad norm: 0.563823 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:09][INFO] iteration      344/    1000 | consumed samples:        33024 | elapsed time per iteration (ms): 975.1 | throughput (samples/sec/per_device): 12.306 | learning rate: 1.886761E-05 | global batch size:    96 | action loss: 1.535973E-01 | loss scale: 1.0 | grad norm: 0.537052 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:10][INFO] iteration      345/    1000 | consumed samples:        33120 | elapsed time per iteration (ms): 975.9 | throughput (samples/sec/per_device): 12.297 | learning rate: 1.883436E-05 | global batch size:    96 | action loss: 1.839415E-01 | loss scale: 1.0 | grad norm: 0.654403 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:11][INFO] iteration      346/    1000 | consumed samples:        33216 | elapsed time per iteration (ms): 974.5 | throughput (samples/sec/per_device): 12.314 | learning rate: 1.880106E-05 | global batch size:    96 | action loss: 1.619482E-01 | loss scale: 1.0 | grad norm: 0.554722 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:22:12][INFO] iteration      347/    1000 | consumed samples:        33312 | elapsed time per iteration (ms): 975.4 | throughput (samples/sec/per_device): 12.303 | learning rate: 1.876769E-05 | global batch size:    96 | action loss: 1.808421E-01 | loss scale: 1.0 | grad norm: 0.454046 | number of skipped iterations:   0 | number of nan iterations:   0 |
