name,shape,dtype,bytes,row,column,block,chosen,runner_up_gap
model.action_in_proj.weight,"[1024, 32]",torch.float32,131072,0.0005343699509392177,0.0006911895119007362,0.000602491565996496,row,0.12748025022280277
model.action_out_proj.weight,"[32, 1024]",torch.float32,131072,0.0006732142591946916,0.0003406134198926426,0.0005873111787363293,column,0.7242749241102802
model.paligemma_with_expert.gemma_expert.lm_head.weight,"[257152, 1024]",torch.bfloat16,526647296,0.0,0.0,0.0,block,0.0
model.paligemma_with_expert.gemma_expert.model.layers.0.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004383484860825669,0.00046219437380393976,0.00022831497249108213,block,0.9199287777751352
model.paligemma_with_expert.gemma_expert.model.layers.0.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006816960791022285,0.0005627237455124713,0.0004725331213242882,block,0.1908662485614155
model.paligemma_with_expert.gemma_expert.model.layers.0.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0005106854723085041,0.000662678362573183,0.0004018283679776933,block,0.2709044781448925
model.paligemma_with_expert.gemma_expert.model.layers.0.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.000407473669370925,0.00068146367008404,0.0002685508694639274,block,0.5173053439905476
model.paligemma_with_expert.gemma_expert.model.layers.0.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004780141462951892,0.0006221632210052776,0.0002497733008476065,block,0.9137920052825769
model.paligemma_with_expert.gemma_expert.model.layers.0.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006864148683747791,0.0006578501486776124,0.0006326489788251655,block,0.039834364230296626
model.paligemma_with_expert.gemma_expert.model.layers.0.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006269158514875558,0.0006150492218778166,0.000450756922916935,block,0.3644809222179316
model.paligemma_with_expert.gemma_expert.model.layers.0.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006900126465479269,0.0006614032829387755,0.0006317027918835703,block,0.04701655816122991
model.paligemma_with_expert.gemma_expert.model.layers.0.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006885462128079637,0.0006814198633087637,0.000630182982498524,block,0.08130476739803064
model.paligemma_with_expert.gemma_expert.model.layers.1.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004091287569095156,0.0006715646220701608,0.0002152338709984137,block,0.900856751828484
model.paligemma_with_expert.gemma_expert.model.layers.1.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006784595648229314,0.0006509300233418137,0.0004462097842364724,block,0.45879818492919505
model.paligemma_with_expert.gemma_expert.model.layers.1.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.000628039318167857,0.0006660511135540122,0.0005333120449171898,block,0.1776207272149197
model.paligemma_with_expert.gemma_expert.model.layers.1.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0005311004456348246,0.0006702582168962621,0.0003654905718105068,block,0.4531166782331673
model.paligemma_with_expert.gemma_expert.model.layers.1.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.00043236113363475195,0.0006395029650303244,0.0002314037545978757,block,0.8684274781370425
model.paligemma_with_expert.gemma_expert.model.layers.1.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006358701434276593,0.0006290429793182035,0.0004752340423046595,block,0.3236488199953935
model.paligemma_with_expert.gemma_expert.model.layers.1.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006779369118338963,0.0006432927974740088,0.0006324744039941809,block,0.017104871614578982
model.paligemma_with_expert.gemma_expert.model.layers.1.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006370180564147886,0.0006551070158414044,0.00045984758393212806,block,0.3852808597311458
model.paligemma_with_expert.gemma_expert.model.layers.1.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0005958481287022278,0.0006799113516652907,0.00036481543094250943,block,0.6332865283763897
model.paligemma_with_expert.gemma_expert.model.layers.10.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004865485433840521,0.0005807342764977346,0.00025706633215558355,block,0.8926964853942043
model.paligemma_with_expert.gemma_expert.model.layers.10.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.000671192360866675,0.0006773078075475892,0.000500015775815665,block,0.342342368641816
model.paligemma_with_expert.gemma_expert.model.layers.10.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.000683615361484441,0.0006793596995212943,0.000617685274706969,block,0.09984765274448842
model.paligemma_with_expert.gemma_expert.model.layers.10.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006844149825398189,0.0006779400805198934,0.0006178688358101848,block,0.0972232959944319
model.paligemma_with_expert.gemma_expert.model.layers.10.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.00048033514361716555,0.0006373759053414548,0.00025580287398674367,block,0.8777550702657769
model.paligemma_with_expert.gemma_expert.model.layers.10.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006488289363899512,0.0006622456717149123,0.0004988627881942434,block,0.30061602457570996
model.paligemma_with_expert.gemma_expert.model.layers.10.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.000696165506501969,0.0006877369707492566,0.0006580946095206074,block,0.0450427048023419
model.paligemma_with_expert.gemma_expert.model.layers.10.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006701876653447086,0.0006806291569226275,0.000593917421564034,block,0.12841893672662946
model.paligemma_with_expert.gemma_expert.model.layers.10.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006678805006815817,0.0006813946819426962,0.0006142196477984793,block,0.08736427282233106
model.paligemma_with_expert.gemma_expert.model.layers.11.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.00045754765273328457,0.0005124264483318246,0.00023111417499679224,block,0.9797472515030077
model.paligemma_with_expert.gemma_expert.model.layers.11.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006772667384613655,0.0006741252365323882,0.0005184694917122492,block,0.3002216086159377
model.paligemma_with_expert.gemma_expert.model.layers.11.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006885412766727186,0.0006857711484258586,0.0006229610392625128,block,0.10082510013419613
model.paligemma_with_expert.gemma_expert.model.layers.11.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006882582647252885,0.0006825196401872225,0.0006228909816208136,block,0.0957288840677228
model.paligemma_with_expert.gemma_expert.model.layers.11.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004957140639162539,0.0006315280340492063,0.0002712004666037639,block,0.8278510731344516
model.paligemma_with_expert.gemma_expert.model.layers.11.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006324613091798163,0.0005633331314971821,0.00044267443326372443,block,0.2725675782625896
model.paligemma_with_expert.gemma_expert.model.layers.11.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006946150810959617,0.0006860801450640834,0.000649865648605924,block,0.05572612821718749
model.paligemma_with_expert.gemma_expert.model.layers.11.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006329229643199018,0.0006744977592406978,0.0004967192322773634,block,0.27420668094140443
model.paligemma_with_expert.gemma_expert.model.layers.11.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006073258323002053,0.0006825436619320308,0.0005231275127978049,block,0.1609518089616213
model.paligemma_with_expert.gemma_expert.model.layers.12.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0005199921668493296,0.0006090679802241614,0.0002957955185785805,block,0.7579447090615388
model.paligemma_with_expert.gemma_expert.model.layers.12.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006810195345473639,0.0006803334051257867,0.0005287258009044099,block,0.2867414526812291
model.paligemma_with_expert.gemma_expert.model.layers.12.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006840236147568084,0.0006871280962897902,0.0006175566158275468,block,0.10762899663894537
model.paligemma_with_expert.gemma_expert.model.layers.12.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006838620243039052,0.000681021111378625,0.000617708797403566,block,0.10249540599256729
model.paligemma_with_expert.gemma_expert.model.layers.12.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0005092496621393379,0.0006387535719590985,0.000279687527518772,block,0.8207807357629063
model.paligemma_with_expert.gemma_expert.model.layers.12.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.000678710621102512,0.0006371374261404455,0.0006131169513604058,block,0.039177639317820444
model.paligemma_with_expert.gemma_expert.model.layers.12.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006974218970742368,0.0006870554424665991,0.0006607536447165766,block,0.03980575508032853
model.paligemma_with_expert.gemma_expert.model.layers.12.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006805795216715386,0.000684371290912909,0.0006179508967275502,block,0.10134886974943717
model.paligemma_with_expert.gemma_expert.model.layers.12.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006815506504723634,0.0006839447908334917,0.0006210521851428467,block,0.0974128531817365
model.paligemma_with_expert.gemma_expert.model.layers.13.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004341602996378633,0.0006377271419874136,0.00022671508062947822,block,0.9150040589819166
model.paligemma_with_expert.gemma_expert.model.layers.13.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006835187419374494,0.0006831017814940854,0.000532632569939992,block,0.28250095853328244
model.paligemma_with_expert.gemma_expert.model.layers.13.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006878392647764867,0.0006716311550133327,0.0006262237936627028,block,0.07250979890918555
model.paligemma_with_expert.gemma_expert.model.layers.13.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006881394742910508,0.0006761928185946219,0.0006258356946554797,block,0.0804638092221053
model.paligemma_with_expert.gemma_expert.model.layers.13.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0005061253182089032,0.0006305201463085432,0.0002799312763772007,block,0.8080341888160842
model.paligemma_with_expert.gemma_expert.model.layers.13.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006770668442785787,0.0006450296594555315,0.0006073162988707105,block,0.062098383749864844
model.paligemma_with_expert.gemma_expert.model.layers.13.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006969854345946293,0.0006857595042969589,0.0006595066999317533,block,0.03980672882917223
model.paligemma_with_expert.gemma_expert.model.layers.13.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006868085603105654,0.0006859670417939614,0.000628251645472403,block,0.09186668548740581
model.paligemma_with_expert.gemma_expert.model.layers.13.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.000687042344234182,0.0006808176795478478,0.0006327972483443159,block,0.07588596715484325
model.paligemma_with_expert.gemma_expert.model.layers.14.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0005205818199675526,0.0006234855984850121,0.000290254216150616,block,0.7935374957565376
model.paligemma_with_expert.gemma_expert.model.layers.14.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006624374316963777,0.0006770405566622832,0.00048465883835518183,block,0.3668118257051386
model.paligemma_with_expert.gemma_expert.model.layers.14.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006899286728919344,0.0006516103898502684,0.0006326776967392411,block,0.029924704487932212
model.paligemma_with_expert.gemma_expert.model.layers.14.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006898484554591766,0.0006701824447988797,0.0006332787704057632,block,0.05827397998747222
model.paligemma_with_expert.gemma_expert.model.layers.14.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0005135441276489002,0.0006371149920242243,0.00027942862396965586,block,0.8378365120699582
model.paligemma_with_expert.gemma_expert.model.layers.14.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006879395456184123,0.0006181913660163538,0.000634589307094507,block,0.02652567146613863
model.paligemma_with_expert.gemma_expert.model.layers.14.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006921874477087867,0.000687102162767847,0.0006465747960577668,block,0.06268009046622254
model.paligemma_with_expert.gemma_expert.model.layers.14.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006869508875317774,0.0006713343029521941,0.0006329675673074869,block,0.06061406243594973
model.paligemma_with_expert.gemma_expert.model.layers.14.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006862621683419713,0.0006813925766061075,0.0006342279887432759,block,0.07436535236530388
model.paligemma_with_expert.gemma_expert.model.layers.15.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0005002783842516945,0.0006368320837769199,0.00027263393332375123,block,0.8349820880793178
model.paligemma_with_expert.gemma_expert.model.layers.15.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006478289140835794,0.0006755363952374942,0.00042201008630007836,block,0.5351029160543054
model.paligemma_with_expert.gemma_expert.model.layers.15.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.000690185138959617,0.0006455039003784291,0.0006363029893479314,block,0.01445995254544783
model.paligemma_with_expert.gemma_expert.model.layers.15.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006906588364203485,0.0006535632147199758,0.0006357292472283995,block,0.028052771788190305
model.paligemma_with_expert.gemma_expert.model.layers.15.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004959364004085607,0.0006170437695870716,0.00026936393705136034,block,0.8411388170124614
model.paligemma_with_expert.gemma_expert.model.layers.15.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006731996714015909,0.0006509240366964825,0.0006095897315958863,block,0.06780676077397883
model.paligemma_with_expert.gemma_expert.model.layers.15.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006938933136749272,0.0006835323925159316,0.0006608456068904352,block,0.03432993332928021
model.paligemma_with_expert.gemma_expert.model.layers.15.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0006657770493043481,0.0006787530685996567,0.000603237903767356,block,0.10367244025354026
model.paligemma_with_expert.gemma_expert.model.layers.15.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006638175225116142,0.0006799361583688158,0.0006034060906876383,block,0.10011737162800488
model.paligemma_with_expert.gemma_expert.model.layers.16.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004813245017301532,0.0005575043621507216,0.0002540629672218815,block,0.8945086999231836
model.paligemma_with_expert.gemma_expert.model.layers.16.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0005768627778897052,0.0006748631159255965,0.00030811675873744585,block,0.8722213626207351
model.paligemma_with_expert.gemma_expert.model.layers.16.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006513274905376843,0.0006068192513729181,0.0005810143341766582,block,0.04441356379413169
model.paligemma_with_expert.gemma_expert.model.layers.16.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0006550449844771463,0.000591261822088803,0.0005855626338894469,block,0.009732841321347224
model.paligemma_with_expert.gemma_expert.model.layers.16.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.0004825684687045819,0.00060325268188883,0.00026135112768765705,block,0.8464372929023806
model.paligemma_with_expert.gemma_expert.model.layers.16.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0005790187795997705,0.000663530934477538,0.0005048003602756651,block,0.1470252899256563
model.paligemma_with_expert.gemma_expert.model.layers.16.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006936422479379401,0.0006711412525267344,0.0006568923781243364,block,0.02169133769383001
model.paligemma_with_expert.gemma_expert.model.layers.16.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0005137289674356533,0.000683734772929983,0.0004473317447241634,block,0.1484294899581342
model.paligemma_with_expert.gemma_expert.model.layers.16.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0005009720329469209,0.0006760614372036906,0.0004366625469310235,block,0.1472750215650071
model.paligemma_with_expert.gemma_expert.model.layers.17.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.00046698840962153883,0.0005955731851529126,0.0002448371240966152,block,0.9073431422812357
model.paligemma_with_expert.gemma_expert.model.layers.17.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006751113479488848,0.0006418345139131614,0.0005064813337031097,block,0.2672421888096538
model.paligemma_with_expert.gemma_expert.model.layers.17.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.000463538739693098,0.0006293281273214485,0.0003013633817934427,block,0.5381388970834281
model.paligemma_with_expert.gemma_expert.model.layers.17.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0004635791694658044,0.0006319934971483916,0.0003042681233058342,block,0.5235876976828071
model.paligemma_with_expert.gemma_expert.model.layers.17.post_attention_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.00047875441045506606,0.0005255041536327768,0.0002625729196615972,block,0.8233198270106553
model.paligemma_with_expert.gemma_expert.model.layers.17.self_attn.k_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0006032774191432061,0.0006407550694595166,0.0005149307375011998,block,0.1715700291474646
model.paligemma_with_expert.gemma_expert.model.layers.17.self_attn.o_proj.weight,"[1024, 2048]",torch.bfloat16,4194304,0.0006872893431940686,0.000644438298907983,0.0006458233737011515,block,0.002149274485261926
model.paligemma_with_expert.gemma_expert.model.layers.17.self_attn.q_proj.weight,"[2048, 1024]",torch.bfloat16,4194304,0.0005323401415211909,0.0006613351620109106,0.00043402394468449005,block,0.22652251803335632
model.paligemma_with_expert.gemma_expert.model.layers.17.self_attn.v_proj.weight,"[256, 1024]",torch.bfloat16,524288,0.0005333357339445466,0.0006717368136455007,0.00043600225580420676,block,0.22324076732311432
model.paligemma_with_expert.gemma_expert.model.layers.2.input_layernorm.dense.weight,"[3072, 1024]",torch.float32,12582912,0.00041714028199535527,0.0006718024960870155,0.00021496262879801888,block,0.9405246592295101
model.paligemma_with_expert.gemma_expert.model.layers.2.mlp.down_proj.weight,"[1024, 4096]",torch.bfloat16,8388608,0.0006822132674578884,0.0006687668101459392,0.0005032343462888218,block,0.3289371345136946
model.paligemma_with_expert.gemma_expert.model.layers.2.mlp.gate_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.0005814281095614048,0.0006805369112962679,0.00046887953070129363,block,0.24003730487397168
model.paligemma_with_expert.gemma_expert.model.layers.2.mlp.up_proj.weight,"[4096, 1024]",torch.bfloat16,8388608,0.000535283596131536,0.0006745113134017063,0.0003928366207144112,block,0.3626112432137085
